Time,angle,PWM Volt
6.148345265,29.86618244,2.27151994
6.150862938,29.90335546,2.272127201
6.153380611,29.94052847,2.272734463
6.155898284,29.97770149,2.273341725
6.158415957,30.01487451,2.273948987
6.160933629,30.05204753,2.274556248
6.163451302,30.08922054,2.27516351
6.165968975,30.12639356,2.275770772
6.168486648,30.16356658,2.276378034
6.171004321,30.2007396,2.276985295
6.173521993,30.23791261,2.277592557
6.176039666,30.27508563,2.278199819
6.178557339,30.31225865,2.278807081
6.181075012,30.34943166,2.279414343
6.183592685,30.38660468,2.280021604
6.186110358,30.4237777,2.280628866
6.18862803,30.46095072,2.281236128
6.191145703,30.49812373,2.28184339
6.193663376,30.53529675,2.282450651
6.196181049,30.57246977,2.283057913
6.198698722,30.60964279,2.283665175
6.201216394,30.6468158,2.284272437
6.203734067,30.68398882,2.284879699
6.20625174,30.72116184,2.28548696
6.208769413,30.75833486,2.286094222
6.211287086,30.79550787,2.286701484
6.213804758,30.83268089,2.287308746
6.216322431,30.86985391,2.287916007
6.218840104,30.90702693,2.288523269
6.221357777,30.94419994,2.289130531
6.22387545,30.98137296,2.289737793
6.226393122,31.01854598,2.290345054
6.228910795,31.05571899,2.290952316
6.231428468,31.09289201,2.291559578
6.233946141,31.13006503,2.29216684
6.236463814,31.16723805,2.292774102
6.238981486,31.20441106,2.293381363
6.241499159,31.24158408,2.293988625
6.244016832,31.2787571,2.294595887
6.246534505,31.31593012,2.295203149
6.249052178,31.35310313,2.29581041
6.251569851,31.39027615,2.296417672
6.254087523,31.42744917,2.297024934
6.256605196,31.46462219,2.297632196
6.259122869,31.5017952,2.298239458
6.261640542,31.53896822,2.298846719
6.264158215,31.57614124,2.299453981
6.266675887,31.61331425,2.300061243
6.26919356,31.65048727,2.300668505
6.271711233,31.68766029,2.301275766
6.274228906,31.72483331,2.301883028
6.276746579,31.76200632,2.30249029
6.279264251,31.79917934,2.303097552
6.281781924,31.83635236,2.303704814
6.284299597,31.87352538,2.304312075
6.28681727,31.91069839,2.304919337
6.289334943,31.94787141,2.305526599
6.291852615,31.98504443,2.306133861
6.294370288,32.02221745,2.306741122
6.296887961,32.05939046,2.307348384
6.299405634,32.09656348,2.307955646
6.301923307,32.1337365,2.308562908
6.304440979,32.17090952,2.309170169
6.306958652,32.20808253,2.309777431
6.309476325,32.24525555,2.310384693
6.311993998,32.28242857,2.310991955
6.314511671,32.31960158,2.311599217
6.317029344,32.3567746,2.312206478
6.319547016,32.39394762,2.31281374
6.322064689,32.43112064,2.313421002
6.324582362,32.46829365,2.314028264
6.327100035,32.50546667,2.314635525
6.329617708,32.54263969,2.315242787
6.33213538,32.57981271,2.315850049
6.334653053,32.61698572,2.316457311
6.337170726,32.65415874,2.317064573
6.339688399,32.69133176,2.317671834
6.342206072,32.72850478,2.318279096
6.344723744,32.76567779,2.318886358
6.347241417,32.80285081,2.31949362
6.34975909,32.84002383,2.320100881
6.352276763,32.87719684,2.320708143
6.354794436,32.91436986,2.321315405
6.357312108,32.95154288,2.321922667
6.359829781,32.9887159,2.322529928
6.362347454,33.02588891,2.32313719
6.364865127,33.06306193,2.323744452
6.3673828,33.10023495,2.324351714
6.369900472,33.13740797,2.324958976
6.372418145,33.17458098,2.325566237
6.374935818,33.211754,2.326173499
6.377453491,33.24892702,2.326780761
6.379971164,33.28610004,2.327388023
6.382488837,33.32327305,2.327995284
6.385006509,33.36044607,2.328602546
6.387524182,33.39761909,2.329209808
6.390041855,33.43479211,2.32981707
6.392559528,33.47196512,2.330424332
6.395077201,33.50913814,2.331031593
6.397594873,33.54631116,2.331638855
6.400112546,33.58348417,2.332246117
6.402630219,33.62065719,2.332853379
6.405147892,33.65783021,2.33346064
6.407665565,33.69500323,2.334067902
6.410183237,33.73217624,2.334675164
6.41270091,33.76934926,2.335282426
6.415218583,33.80652228,2.335889687
6.417736256,33.8436953,2.336496949
6.420253929,33.88086831,2.337104211
6.422771601,33.91804133,2.337711473
6.425289274,33.95521435,2.338318735
6.427806947,33.99238737,2.338925996
6.43032462,34.02956038,2.339533258
6.432842293,34.0667334,2.34014052
6.435359965,34.10390642,2.340747782
6.437877638,34.14107943,2.341355043
6.440395311,34.17825245,2.341962305
6.442912984,34.21542547,2.342569567
6.445430657,34.25259849,2.343176829
6.44794833,34.2897715,2.343784091
6.450466002,34.32694452,2.344391352
6.452983675,34.36411754,2.344998614
6.455501348,34.40129056,2.345605876
6.458019021,34.43846357,2.346213138
6.460536694,34.47563659,2.346820399
6.463054366,34.51280961,2.347427661
6.465572039,34.54998263,2.348034923
6.468089712,34.58715564,2.348642185
6.470607385,34.62432866,2.349249446
6.473125058,34.66150168,2.349856708
6.47564273,34.6986747,2.35046397
6.478160403,34.73584771,2.351071232
6.480678076,34.77302073,2.351678494
6.483195749,34.81019375,2.352285755
6.485713422,34.84736676,2.352893017
6.488231094,34.88453978,2.353500279
6.490748767,34.9217128,2.354107541
6.49326644,34.95888582,2.354714802
6.495784113,34.99605883,2.355322064
6.498301786,35.03323185,2.355929326
6.500819458,35.07040487,2.356536588
6.503337131,35.10757789,2.35714385
6.505854804,35.1447509,2.357751111
6.508372477,35.18192392,2.358358373
6.51089015,35.21909694,2.358965635
6.513407823,35.25626996,2.359572897
6.515925495,35.29344297,2.360180158
6.518443168,35.33061599,2.36078742
6.520960841,35.36778901,2.361394682
6.523478514,35.40496202,2.362001944
6.525996187,35.44213504,2.362609206
6.528513859,35.47930806,2.363216467
6.531031532,35.51648108,2.363823729
6.533549205,35.55365409,2.364430991
6.536066878,35.59082711,2.365038253
6.538584551,35.62800013,2.365645514
6.541102223,35.66517315,2.366252776
6.543619896,35.70234616,2.366860038
6.546137569,35.73951918,2.3674673
6.548655242,35.7766922,2.368074561
6.551172915,35.81386522,2.368681823
6.553690587,35.85103823,2.369289085
6.55620826,35.88821125,2.369896347
6.558725933,35.92538427,2.370503609
6.561243606,35.96255729,2.37111087
6.563761279,35.9997303,2.371718132
6.566278951,36.03690332,2.372325394
6.568796624,36.07407634,2.372932656
6.571314297,36.11124935,2.373539917
6.57383197,36.14842237,2.374147179
6.576349643,36.18559539,2.374754441
6.578867315,36.22276841,2.375361703
6.581384988,36.25994142,2.375968965
6.583902661,36.29711444,2.376576226
6.586420334,36.33428746,2.377183488
6.588938007,36.37146048,2.37779075
6.59145568,36.40863349,2.378398012
6.593973352,36.44580651,2.379005273
6.596491025,36.48297953,2.379612535
6.599008698,36.52015255,2.380219797
6.601526371,36.55732556,2.380827059
6.604044044,36.59449858,2.38143432
6.606561716,36.6316716,2.382041582
6.609079389,36.66884461,2.382648844
6.611597062,36.70601763,2.383256106
6.614114735,36.74319065,2.383863368
6.616632408,36.78036367,2.384470629
6.61915008,36.81753668,2.385077891
6.621667753,36.8547097,2.385685153
6.624185426,36.89188272,2.386292415
6.626703099,36.92905574,2.386899676
6.629220772,36.96622875,2.387506938
6.631738444,37.00340177,2.3881142
6.634256117,37.04057479,2.388721462
6.63677379,37.07774781,2.389328724
6.639291463,37.11492082,2.389935985
6.641809136,37.15209384,2.390543247
6.644326808,37.18926686,2.391150509
6.646844481,37.22643988,2.391757771
6.649362154,37.26361289,2.392365032
6.651879827,37.30078591,2.392972294
6.6543975,37.33795893,2.393579556
6.656915173,37.37513194,2.394186818
6.659432845,37.41230496,2.394794079
6.661950518,37.44947798,2.395401341
6.664468191,37.486651,2.396008603
6.666985864,37.52382401,2.396615865
6.669503537,37.56099703,2.397223127
6.672021209,37.59817005,2.397830388
6.674538882,37.63534307,2.39843765
6.677056555,37.67251608,2.399044912
6.679574228,37.7096891,2.399652174
6.682091901,37.74686212,2.400259435
6.684609573,37.78403514,2.400866697
6.687127246,37.82120815,2.401473959
6.689644919,37.85838117,2.402081221
6.692162592,37.89555419,2.402688483
6.694680265,37.9327272,2.403295744
6.697197937,37.96990022,2.403903006
6.69971561,38.00707324,2.404510268
6.702233283,38.04424626,2.40511753
6.704750956,38.08141927,2.405724791
6.707268629,38.11859229,2.406332053
6.709786301,38.15576531,2.406939315
6.712303974,38.19293833,2.407546577
6.714821647,38.23011134,2.408153839
6.71733932,38.26728436,2.4087611
6.719856993,38.30445738,2.409368362
6.722374666,38.3416304,2.409975624
6.724892338,38.37880341,2.410582886
6.727410011,38.41597643,2.411190147
6.729927684,38.45314945,2.411797409
6.732445357,38.49032246,2.412404671
6.73496303,38.52749548,2.413011933
6.737480702,38.5646685,2.413619194
6.739998375,38.60184152,2.414226456
6.742516048,38.63901453,2.414833718
6.745033721,38.67618755,2.41544098
6.747551394,38.71336057,2.416048242
6.750069066,38.75053359,2.416655503
6.752586739,38.7877066,2.417262765
6.755104412,38.82487962,2.417870027
6.757622085,38.86205264,2.418477289
6.760139758,38.89922566,2.41908455
6.76265743,38.93639867,2.419691812
6.765175103,38.97357169,2.420299074
6.767692776,39.01074471,2.420906336
6.770210449,39.04791773,2.421513598
6.772728122,39.08509074,2.422120859
6.775245794,39.12226376,2.422728121
6.777763467,39.15943678,2.423335383
6.78028114,39.19660979,2.423942645
6.782798813,39.23378281,2.424549906
6.785316486,39.27095583,2.425157168
6.787834159,39.30812885,2.42576443
6.790351831,39.34530186,2.426371692
6.792869504,39.38247488,2.426978953
6.795387177,39.4196479,2.427586215
6.79790485,39.45682092,2.428193477
6.800422523,39.49399393,2.428800739
6.802940195,39.53116695,2.429408001
6.805457868,39.56833997,2.430015262
6.807975541,39.60551299,2.430622524
6.810493214,39.642686,2.431229786
6.813010887,39.67985902,2.431837048
6.815528559,39.71703204,2.432444309
6.818046232,39.75420505,2.433051571
6.820563905,39.79137807,2.433658833
6.823081578,39.82855109,2.434266095
6.825599251,39.86572411,2.434873357
6.828116923,39.90289712,2.435480618
6.830634596,39.94007014,2.43608788
6.833152269,39.97724316,2.436695142
6.835669942,40.01441618,2.437302404
6.838187615,40.05158919,2.437909665
6.840705287,40.08876221,2.438516927
6.84322296,40.12593523,2.439124189
6.845740633,40.16310825,2.439731451
6.848258306,40.20028126,2.440338712
6.850775979,40.23745428,2.440945974
6.853293652,40.2746273,2.441553236
6.855811324,40.31180032,2.442160498
6.858328997,40.34897333,2.44276776
6.86084667,40.38614635,2.443375021
6.863364343,40.42331937,2.443982283
6.865882016,40.46049238,2.444589545
6.868399688,40.4976654,2.445196807
6.870917361,40.53483842,2.445804068
6.873435034,40.57201144,2.44641133
6.875952707,40.60918445,2.447018592
6.87847038,40.64635747,2.447625854
6.880988052,40.68353049,2.448233116
6.883505725,40.72070351,2.448840377
6.886023398,40.75787652,2.449447639
6.888541071,40.79504954,2.450054901
6.891058744,40.83222256,2.450662163
6.893576416,40.86939558,2.451269424
6.896094089,40.90656859,2.451876686
6.898611762,40.94374161,2.452483948
6.901129435,40.98091463,2.45309121
6.903647108,41.01808764,2.453698472
6.90616478,41.05526066,2.454305733
6.908682453,41.09243368,2.454912995
6.911200126,41.1296067,2.455520257
6.913717799,41.16677971,2.456127519
6.916235472,41.20395273,2.45673478
6.918753145,41.24112575,2.457342042
6.921270817,41.27829877,2.457949304
6.92378849,41.31547178,2.458556566
6.926306163,41.3526448,2.459163827
6.928823836,41.38981782,2.459771089
6.931341509,41.42699084,2.460378351
6.933859181,41.46416385,2.460985613
6.936376854,41.50133687,2.461592875
6.938894527,41.53850989,2.462200136
6.9414122,41.57568291,2.462807398
6.943929873,41.61285592,2.46341466
6.946447545,41.65002894,2.464021922
6.948965218,41.68720196,2.464629183
6.951482891,41.72437497,2.465236445
6.954000564,41.76154799,2.465843707
6.956518237,41.79872101,2.466450969
6.959035909,41.83589403,2.467058231
6.961553582,41.87306704,2.467665492
6.964071255,41.91024006,2.468272754
6.966588928,41.94741308,2.468880016
6.969106601,41.9845861,2.469487278
6.971624273,42.02175911,2.470094539
6.974141946,42.05893213,2.470701801
6.976659619,42.09610515,2.471309063
6.979177292,42.13327817,2.471916325
6.981694965,42.17045118,2.472523586
6.984212638,42.2076242,2.473130848
6.98673031,42.24479722,2.47373811
6.989247983,42.28197023,2.474345372
6.991765656,42.31914325,2.474952634
6.994283329,42.35631627,2.475559895
6.996801002,42.39348929,2.476167157
6.999318674,42.4306623,2.476774419
7.001836347,42.46783532,2.477381681
7.00435402,42.50500834,2.477988942
7.006871693,42.54218136,2.478596204
7.009389366,42.57935437,2.479203466
7.011907038,42.61652739,2.479810728
7.014424711,42.65370041,2.48041799
7.016942384,42.69087343,2.481025251
7.019460057,42.72804644,2.481632513
7.02197773,42.76521946,2.482239775
7.024495402,42.80239248,2.482847037
7.027013075,42.8395655,2.483454298
7.029530748,42.87673851,2.48406156
7.032048421,42.91391153,2.484668822
7.034566094,42.95108455,2.485276084
7.037083766,42.98825756,2.485883345
7.039601439,43.02543058,2.486490607
7.042119112,43.0626036,2.487097869
7.044636785,43.09977662,2.487705131
7.047154458,43.13694963,2.488312393
7.049672131,43.17412265,2.488919654
7.052189803,43.21129567,2.489526916
7.054707476,43.24846869,2.490134178
7.057225149,43.2856417,2.49074144
7.059742822,43.32281472,2.491348701
7.062260495,43.35998774,2.491955963
7.064778167,43.39716076,2.492563225
7.06729584,43.43433377,2.493170487
7.069813513,43.47150679,2.493777749
7.072331186,43.50867981,2.49438501
7.074848859,43.54585282,2.494992272
7.077366531,43.58302584,2.495599534
7.079884204,43.62019886,2.496206796
7.082401877,43.65737188,2.496814057
7.08491955,43.69454489,2.497421319
7.087437223,43.73171791,2.498028581
7.089954895,43.76889093,2.498635843
7.092472568,43.80606395,2.499243105
7.094990241,43.84323696,2.499850366
7.097507914,43.88040998,2.500457628
7.100025587,43.917583,2.50106489
7.102543259,43.95475602,2.501672152
7.105060932,43.99192903,2.502279413
7.107578605,44.02910205,2.502886675
7.110096278,44.06627507,2.503493937
7.112613951,44.10344809,2.504101199
7.115131624,44.1406211,2.50470846
7.117649296,44.17779412,2.505315722
7.120166969,44.21496714,2.505922984
7.122684642,44.25214015,2.506530246
7.125202315,44.28931317,2.507137508
7.127719988,44.32648619,2.507744769
7.13023766,44.36365921,2.508352031
7.132755333,44.40083222,2.508959293
7.135273006,44.43800524,2.509566555
7.137790679,44.47517826,2.510173816
7.140308352,44.51235128,2.510781078
7.142826024,44.54952429,2.51138834
7.145343697,44.58669731,2.511995602
7.14786137,44.62387033,2.512602864
7.150379043,44.66104335,2.513210125
7.152896716,44.69821636,2.513817387
7.155414388,44.73538938,2.514424649
7.157932061,44.7725624,2.515031911
7.160449734,44.80973541,2.515639172
7.162967407,44.84690843,2.516246434
7.16548508,44.88408145,2.516853696
7.168002752,44.92125447,2.517460958
7.170520425,44.95842748,2.518068219
7.173038098,44.9956005,2.518675481
7.175555771,45.03277352,2.519282743
7.178073444,45.06994654,2.519890005
7.180591117,45.10711955,2.520497267
7.183108789,45.14429257,2.521104528
7.185626462,45.18146559,2.52171179
7.188144135,45.21863861,2.522319052
7.190661808,45.25581162,2.522926314
7.193179481,45.29298464,2.523533575
7.195697153,45.33015766,2.524140837
7.198214826,45.36733068,2.524748099
7.200732499,45.40450369,2.525355361
7.203250172,45.44167671,2.525962623
7.205767845,45.47884973,2.526569884
7.208285517,45.51602274,2.527177146
7.21080319,45.55319576,2.527784408
7.213320863,45.59036878,2.52839167
7.215838536,45.6275418,2.528998931
7.218356209,45.66471481,2.529606193
7.220873881,45.70188783,2.530213455
7.223391554,45.73906085,2.530820717
7.225909227,45.77623387,2.531427978
7.2284269,45.81340688,2.53203524
7.230944573,45.8505799,2.532642502
7.233462245,45.88775292,2.533249764
7.235979918,45.92492594,2.533857026
7.238497591,45.96209895,2.534464287
7.241015264,45.99927197,2.535071549
7.243532937,46.03644499,2.535678811
7.24605061,46.073618,2.536286073
7.248568282,46.11079102,2.536893334
7.251085955,46.14796404,2.537500596
7.253603628,46.18513706,2.538107858
7.256121301,46.22231007,2.53871512
7.258638974,46.25948309,2.539322382
7.261156646,46.29665611,2.539929643
7.263674319,46.33382913,2.540536905
7.266191992,46.37100214,2.541144167
7.268709665,46.40817516,2.541751429
7.271227338,46.44534818,2.54235869
7.27374501,46.4825212,2.542965952
7.276262683,46.51969421,2.543573214
7.278780356,46.55686723,2.544180476
7.281298029,46.59404025,2.544787738
7.283815702,46.63121327,2.545394999
7.286333374,46.66838628,2.546002261
7.288851047,46.7055593,2.546609523
7.29136872,46.74273232,2.547216785
7.293886393,46.77990533,2.547824046
7.296404066,46.81707835,2.548431308
7.298921738,46.85425137,2.54903857
7.301439411,46.89142439,2.549645832
7.303957084,46.9285974,2.550253093
7.306474757,46.96577042,2.550860355
7.30899243,47.00294344,2.551467617
7.311510103,47.04011646,2.552074879
7.314027775,47.07728947,2.552682141
7.316545448,47.11446249,2.553289402
7.319063121,47.15163551,2.553896664
7.321580794,47.18880853,2.554503926
7.324098467,47.22598154,2.555111188
7.326616139,47.26315456,2.555718449
7.329133812,47.30032758,2.556325711
7.331651485,47.33750059,2.556932973
7.334169158,47.37467361,2.557540235
7.336686831,47.41184663,2.558147497
7.339204503,47.44901965,2.558754758
7.341722176,47.48619266,2.55936202
7.344239849,47.52336568,2.559969282
7.346757522,47.5605387,2.560576544
7.349275195,47.59771172,2.561183805
7.351792867,47.63488473,2.561791067
7.35431054,47.67205775,2.562398329
7.356828213,47.70923077,2.563005591
7.359345886,47.74640379,2.563612852
7.361863559,47.7835768,2.564220114
7.364381231,47.82074982,2.564827376
7.366898904,47.85792284,2.565434638
7.369416577,47.89509585,2.5660419
7.37193425,47.93226887,2.566649161
7.374451923,47.96944189,2.567256423
7.376969596,48.00661491,2.567863685
7.379487268,48.04378792,2.568470947
7.382004941,48.08096094,2.569078208
7.384522614,48.11813396,2.56968547
7.387040287,48.15530698,2.570292732
7.38955796,48.19247999,2.570899994
7.392075632,48.22965301,2.571507256
7.394593305,48.26682603,2.572114517
7.397110978,48.30399905,2.572721779
7.399628651,48.34117206,2.573329041
7.402146324,48.37834508,2.573936303
7.404663996,48.4155181,2.574543564
7.407181669,48.45269112,2.575150826
7.409699342,48.48986413,2.575758088
7.412217015,48.52703715,2.57636535
7.414734688,48.56421017,2.576972611
7.41725236,48.60138318,2.577579873
7.419770033,48.6385562,2.578187135
7.422287706,48.67572922,2.578794397
7.424805379,48.71290224,2.579401659
7.427323052,48.75007525,2.58000892
7.429840724,48.78724827,2.580616182
7.432358397,48.82442129,2.581223444
7.43487607,48.86159431,2.581830706
7.437393743,48.89876732,2.582437967
7.439911416,48.93594034,2.583045229
7.442429089,48.97311336,2.583652491
7.444946761,49.01028638,2.584259753
7.447464434,49.04745939,2.584867015
7.449982107,49.08463241,2.585474276
7.45249978,49.12180543,2.586081538
7.455017453,49.15897844,2.5866888
7.457535125,49.19615146,2.587296062
7.460052798,49.23332448,2.587903323
7.462570471,49.2704975,2.588510585
7.465088144,49.30767051,2.589117847
7.467605817,49.34484353,2.589725109
7.470123489,49.38201655,2.590332371
7.472641162,49.41918957,2.590939632
7.475158835,49.45636258,2.591546894
7.477676508,49.4935356,2.592154156
7.480194181,49.53070862,2.592761418
7.482711853,49.56788164,2.593368679
7.485229526,49.60505465,2.593975941
7.487747199,49.64222767,2.594583203
7.490264872,49.67940069,2.595190465
7.492782545,49.71657371,2.595797726
7.495300217,49.75374672,2.596404988
7.49781789,49.79091974,2.59701225
7.500335563,49.82809276,2.597619512
7.502853236,49.86526577,2.598226774
7.505370909,49.90243879,2.598834035
7.507888582,49.93961181,2.599441297
7.510406254,49.97678483,2.600048559
7.512923927,50.01395784,2.600655821
7.5154416,50.05113086,2.601263082
7.517959273,50.08830388,2.601870344
7.520476946,50.1254769,2.602477606
7.522994618,50.16264991,2.603084868
7.525512291,50.19982293,2.60369213
7.528029964,50.23699595,2.604299391
7.530547637,50.27416897,2.604906653
7.53306531,50.31134198,2.605513915
7.535582982,50.348515,2.606121177
7.538100655,50.38568802,2.606728438
7.540618328,50.42286103,2.6073357
7.543136001,50.46003405,2.607942962
7.545653674,50.49720707,2.608550224
7.548171346,50.53438009,2.609157485
7.550689019,50.5715531,2.609764747
7.553206692,50.60872612,2.610372009
7.555724365,50.64589914,2.610979271
7.558242038,50.68307216,2.611586533
7.56075971,50.72024517,2.612193794
7.563277383,50.75741819,2.612801056
7.565795056,50.79459121,2.613408318
7.568312729,50.83176423,2.61401558
7.570830402,50.86893724,2.614622841
7.573348074,50.90611026,2.615230103
7.575865747,50.94328328,2.615837365
7.57838342,50.9804563,2.616444627
7.580901093,51.01762931,2.617051889
7.583418766,51.05480233,2.61765915
7.585936439,51.09197535,2.618266412
7.588454111,51.12914836,2.618873674
7.590971784,51.16632138,2.619480936
7.593489457,51.2034944,2.620088197
7.59600713,51.24066742,2.620695459
7.598524803,51.27784043,2.621302721
7.601042475,51.31501345,2.621909983
7.603560148,51.35218647,2.622517244
7.606077821,51.38935949,2.623124506
7.608595494,51.4265325,2.623731768
7.611113167,51.46370552,2.62433903
7.613630839,51.50087854,2.624946292
7.616148512,51.53805156,2.625553553
7.618666185,51.57522457,2.626160815
7.621183858,51.61239759,2.626768077
7.623701531,51.64957061,2.627375339
7.626219203,51.68674362,2.6279826
7.628736876,51.72391664,2.628589862
7.631254549,51.76108966,2.629197124
7.633772222,51.79826268,2.629804386
7.636289895,51.83543569,2.630411648
7.638807567,51.87260871,2.631018909
7.64132524,51.90978173,2.631626171
7.643842913,51.94695475,2.632233433
7.646360586,51.98412776,2.632840695
7.648878259,52.02130078,2.633447956
7.651395932,52.0584738,2.634055218
7.653913604,52.09564682,2.63466248
7.656431277,52.13281983,2.635269742
7.65894895,52.16999285,2.635877004
7.661466623,52.20716587,2.636484265
7.663984296,52.24433889,2.637091527
7.666501968,52.2815119,2.637698789
7.669019641,52.31868492,2.638306051
7.671537314,52.35585794,2.638913312
7.674054987,52.39303095,2.639520574
7.67657266,52.43020397,2.640127836
7.679090332,52.46737699,2.640735098
7.681608005,52.50455001,2.641342359
7.684125678,52.54172302,2.641949621
7.686643351,52.57889604,2.642556883
7.689161024,52.61606906,2.643164145
7.691678696,52.65324208,2.643771407
7.694196369,52.69041509,2.644378668
7.696714042,52.72758811,2.64498593
7.699231715,52.76476113,2.645593192
7.701749388,52.80193415,2.646200454
7.70426706,52.83910716,2.646807715
7.706784733,52.87628018,2.647414977
7.709302406,52.9134532,2.648022239
7.711820079,52.95062621,2.648629501
7.714337752,52.98779923,2.649236763
7.716855425,53.02497225,2.649844024
7.719373097,53.06214527,2.650451286
7.72189077,53.09931828,2.651058548
7.724408443,53.1364913,2.65166581
7.726926116,53.17366432,2.652273071
7.729443789,53.21083734,2.652880333
7.731961461,53.24801035,2.653487595
7.734479134,53.28518337,2.654094857
7.736996807,53.32235639,2.654702118
7.73951448,53.35952941,2.65530938
7.742032153,53.39670242,2.655916642
7.744549825,53.43387544,2.656523904
7.747067498,53.47104846,2.657131166
7.749585171,53.50822148,2.657738427
7.752102844,53.54539449,2.658345689
7.754620517,53.58256751,2.658952951
7.757138189,53.61974053,2.659560213
7.759655862,53.65691354,2.660167474
7.762173535,53.69408656,2.660774736
7.764691208,53.73125958,2.661381998
7.767208881,53.7684326,2.66198926
7.769726553,53.80560561,2.662596522
7.772244226,53.84277863,2.663203783
7.774761899,53.87995165,2.663811045
7.777279572,53.91712467,2.664418307
7.779797245,53.95429768,2.665025569
7.782314918,53.9914707,2.66563283
7.78483259,54.02864372,2.666240092
7.787350263,54.06581674,2.666847354
7.789867936,54.10298975,2.667454616
7.792385609,54.14016277,2.668061877
7.794903282,54.17733579,2.668669139
7.797420954,54.2145088,2.669276401
7.799938627,54.25168182,2.669883663
7.8024563,54.28885484,2.670490925
7.804973973,54.32602786,2.671098186
7.807491646,54.36320087,2.671705448
7.810009318,54.40037389,2.67231271
7.812526991,54.43754691,2.672919972
7.815044664,54.47471993,2.673527233
7.817562337,54.51189294,2.674134495
7.82008001,54.54906596,2.674741757
7.822597682,54.58623898,2.675349019
7.825115355,54.623412,2.675956281
7.827633028,54.66058501,2.676563542
7.830150701,54.69775803,2.677170804
7.832668374,54.73493105,2.677778066
7.835186046,54.77210407,2.678385328
7.837703719,54.80927708,2.678992589
7.840221392,54.8464501,2.679599851
7.842739065,54.88362312,2.680207113
7.845256738,54.92079613,2.680814375
7.847774411,54.95796915,2.681421637
7.850292083,54.99514217,2.682028898
7.852809756,55.03231519,2.68263616
7.855327429,55.0694882,2.683243422
7.857845102,55.10666122,2.683850684
7.860362775,55.14383424,2.684457945
7.862880447,55.18100726,2.685065207
7.86539812,55.21818027,2.685672469
7.867915793,55.25535329,2.686279731
7.870433466,55.29252631,2.686886992
7.872951139,55.32969933,2.687494254
7.875468811,55.36687234,2.688101516
7.877986484,55.40404536,2.688708778
7.880504157,55.44121838,2.68931604
7.88302183,55.47839139,2.689923301
7.885539503,55.51556441,2.690530563
7.888057175,55.55273743,2.691137825
7.890574848,55.58991045,2.691745087
7.893092521,55.62708346,2.692352348
7.895610194,55.66425648,2.69295961
7.898127867,55.7014295,2.693566872
7.900645539,55.73860252,2.694174134
7.903163212,55.77577553,2.694781396
7.905680885,55.81294855,2.695388657
7.908198558,55.85012157,2.695995919
7.910716231,55.88729459,2.696603181
7.913233904,55.9244676,2.697210443
7.915751576,55.96164062,2.697817704
7.918269249,55.99881364,2.698424966
7.920786922,56.03598666,2.699032228
7.923304595,56.07315967,2.69963949
7.925822268,56.11033269,2.700246751
7.92833994,56.14750571,2.700854013
7.930857613,56.18467872,2.701461275
7.933375286,56.22185174,2.702068537
7.935892959,56.25902476,2.702675799
7.938410632,56.29619778,2.70328306
7.940928304,56.33337079,2.703890322
7.943445977,56.37054381,2.704497584
7.94596365,56.40771683,2.705104846
7.948481323,56.44488985,2.705712107
7.950998996,56.48206286,2.706319369
7.953516668,56.51923588,2.706926631
7.956034341,56.5564089,2.707533893
7.958552014,56.59358192,2.708141155
7.961069687,56.63075493,2.708748416
7.96358736,56.66792795,2.709355678
7.966105032,56.70510097,2.70996294
7.968622705,56.74227398,2.710570202
7.971140378,56.779447,2.711177463
7.973658051,56.81662002,2.711784725
7.976175724,56.85379304,2.712391987
7.978693397,56.89096605,2.712999249
7.981211069,56.92813907,2.71360651
7.983728742,56.96531209,2.714213772
7.986246415,57.00248511,2.714821034
7.988764088,57.03965812,2.715428296
7.991281761,57.07683114,2.716035558
7.993799433,57.11400416,2.716642819
7.996317106,57.15117718,2.717250081
7.998834779,57.18835019,2.717857343
8.001352452,57.22552321,2.718464605
8.003870125,57.26269623,2.719071866
8.006387797,57.29986924,2.719679128
8.00890547,57.33704226,2.72028639
8.011423143,57.37421528,2.720893652
8.013940816,57.4113883,2.721500914
8.016458489,57.44856131,2.722108175
8.018976161,57.48573433,2.722715437
8.021493834,57.52290735,2.723322699
8.024011507,57.56008037,2.723929961
