Time,Angle,PWM_Voltage
12.204,-35.6315510390219,1.02281363079722
12.229,-35.5562691129416,1.03506345538564
12.254,-35.5142720915866,1.04518737950502
12.279,-35.5129432915482,1.05238823693121
12.304,-35.5461885061313,1.05656755535052
12.329,-35.5967729903291,1.05822165645834
12.354,-35.6444888265947,1.05790330789519
12.379,-35.6727720169592,1.05649852951676
12.404,-35.6718887073661,1.05532585797959
12.429,-35.6410883717469,1.05562850779961
12.454,-35.588737597075,1.05776769283794
12.479,-35.528372530908,1.06063035003562
12.504,-35.4727060613019,1.06266172473118
12.529,-35.4296280746605,1.06356988129517
12.554,-35.4010320211872,1.06424670839135
12.579,-35.3846237522465,1.06562523753057
12.604,-35.37964112209,1.06797095124837
12.629,-35.3909944622812,1.07089081817114
12.654,-35.4245977741288,1.07437618778732
12.679,-35.4779887385959,1.07917041427366
12.704,-35.5376837555274,1.08516269948886
12.729,-35.5878265504798,1.09067358385493
12.754,-35.6211969374814,1.09426884237899
12.779,-35.6398884628518,1.09626188332504
12.804,-35.648059014696,1.09794180869667
12.828,-35.6490172035308,1.10021539368075
12.853,-35.6484829206347,1.10337414252547
12.878,-35.6554461198032,1.1075824933743
12.903,-35.6744357702444,1.11319907131459
12.928,-35.6955702378258,1.12049888594605
12.953,-35.6945156043269,1.12903329110651
12.978,-35.6442967764199,1.13766076191505
13.003,-35.530979293015,1.1455894465696
13.099,-35.3639753539606,1.15300871862707
13.124,-35.1754902804518,1.16047880318175
13.149,-35.0081265417967,1.16822322404653
13.174,-34.8946342950092,1.17592698200476
13.199,-34.8411768313897,1.1829306574999
13.224,-34.825738554729,1.1890021718775
13.249,-34.8128893564698,1.19467626445504
13.274,-34.7768933224704,1.20051131423497
13.299,-34.7196039066811,1.20666769153605
13.324,-34.6698699024839,1.21328645867792
13.348,-34.6643650984318,1.22030605553943
13.373,-34.7241357390468,1.22668621117495
13.398,-34.8417778213567,1.23093713140612
13.423,-34.9836515874341,1.23284826329404
13.448,-35.1033165605619,1.23368306404371
13.473,-35.1618083969648,1.234716437298
13.498,-35.1465217066646,1.23672155695317
13.523,-35.0778123987315,1.24023750685127
13.548,-35.0014552433051,1.244925611136
13.573,-34.970722521625,1.24913353038488
13.598,-35.0236169095179,1.25116518357029
13.623,-35.1670946210232,1.25073841955921
13.648,-35.3758974373751,1.248739769004
13.673,-35.6016070506563,1.24641687243859
13.698,-35.7863849527048,1.24523515443494
13.723,-35.8804253729956,1.24639770456884
13.748,-35.8591066941309,1.25030827897993
13.773,-35.7308542772873,1.25696998430811
13.798,-35.5321437995798,1.26605588902849
13.823,-35.3159740155748,1.27614876331642
